full_name,age,positions,nationality,overall_rating,potential,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,national_team,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,current_age
David Grifell Monreal,18,CB,Spain,58,72,Right,1,3,2,Medium/ Medium,Normal,,,37,27,57,55,30,28,31,29,53,44,58,57,56,54,59,41,58,54,56,32,61,61,27,36,43,42,55,60,60,11,10,8,13,14,,,41+2,41+2,41+2,40+2,39+2,39+2,39+2,40+2,41+2,41+2,41+2,42+2,46+2,46+2,46+2,42+2,52+2,54+2,54+2,54+2,52+2,54+2,57+2,57+2,57+2,54+2,24
Mikkel Mejlstrup Pedersen,23,"LM,CM,LB",Denmark,58,67,Right,1,3,2,Medium/ Medium,Lean,,,49,53,52,56,53,57,41,39,48,58,66,68,72,55,75,54,60,66,61,52,53,49,56,57,40,46,51,59,56,14,12,11,7,13,,,56+2,56+2,56+2,57+2,56+2,56+2,56+2,57+2,57+2,57+2,57+2,57+2,55+2,55+2,55+2,57+2,56+2,54+2,54+2,54+2,56+2,56+2,55+2,55+2,55+2,56+2,29
David Reyes Segura,19,"RM,LM",Spain,58,70,Right,1,3,2,Medium/ Medium,Normal,,,58,54,47,61,53,60,52,49,58,57,57,61,60,48,60,51,46,52,49,46,29,28,59,58,60,55,28,31,30,7,13,9,13,9,,,54+2,54+2,54+2,57+2,56+2,56+2,56+2,57+2,57+2,57+2,57+2,57+2,54+2,54+2,54+2,57+2,46+2,43+2,43+2,43+2,46+2,43+2,37+2,37+2,37+2,43+2,25
Cameron Pring,21,"LB,LM",England,58,72,Left,1,2,2,High/ High,Normal,,,56,31,41,45,31,58,31,28,38,50,80,82,62,50,59,41,62,75,73,32,49,52,51,38,42,42,48,54,56,13,14,12,10,8,,,48+2,48+2,48+2,52+2,49+2,49+2,49+2,52+2,48+2,48+2,48+2,54+2,47+2,47+2,47+2,54+2,57+2,50+2,50+2,50+2,57+2,56+2,53+2,53+2,53+2,56+2,27
Adam Pearce,22,GK,Australia,58,66,Right,1,3,1,Medium/ Medium,Lean,,,20,13,12,25,17,19,17,17,22,22,35,41,28,50,50,18,42,38,66,16,43,11,14,18,23,49,12,20,20,60,63,60,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Matthew Millar,22,"RWB,RB",Australia,58,69,Right,1,3,3,High/ High,Normal,,,44,61,30,55,44,65,51,32,43,64,85,86,87,42,80,52,74,87,68,35,69,42,64,52,43,55,57,55,43,14,9,15,7,6,#Engine,Technical Dribbler (CPU AI Only),57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,55+2,55+2,55+2,61+2,57+2,54+2,54+2,54+2,57+2,55+2,53+2,53+2,53+2,55+2,28
Keelan Lebon,21,LW,France,58,66,Right,1,3,2,High/ Medium,Lean,,,54,45,38,59,43,61,53,45,52,57,76,75,72,52,70,50,57,49,47,41,51,28,53,56,45,57,30,31,34,12,11,5,11,10,,,52+2,52+2,52+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,52+2,52+2,52+2,57+2,47+2,44+2,44+2,44+2,47+2,45+2,39+2,39+2,39+2,45+2,27
Clément Libertiaux,21,GK,Belgium,58,69,Right,1,3,1,Medium/ Medium,Normal,,,10,7,13,16,7,12,14,15,21,9,33,21,24,45,43,18,63,26,53,6,26,14,8,28,16,37,10,11,15,59,57,60,57,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Callum Evans,23,CM,England,58,66,Left,1,4,2,High/ Medium,Normal,,,56,40,50,62,33,56,54,36,57,59,74,73,71,52,71,60,67,67,61,43,57,54,52,54,46,54,54,57,54,14,10,15,11,8,,,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,58+2,56+2,56+2,56+2,58+2,58+2,57+2,57+2,57+2,58+2,58+2,56+2,56+2,56+2,58+2,29
Steven Sessegnon,18,"RB,CB",England,58,77,Right,1,3,2,Medium/ Medium,Lean,,,52,32,45,57,30,54,31,28,44,54,72,71,66,60,78,38,58,58,54,29,55,58,44,38,33,46,56,57,53,15,10,12,9,12,,,47+2,47+2,47+2,52+2,49+2,49+2,49+2,52+2,50+2,50+2,50+2,53+2,50+2,50+2,50+2,53+2,57+2,54+2,54+2,54+2,57+2,57+2,55+2,55+2,55+2,57+2,24
Pol Lozano Vizuete,19,CM,Spain,58,75,Right,1,3,2,Medium/ Low,Normal,,,43,37,38,66,43,57,44,38,61,64,56,64,61,53,74,45,60,52,48,44,44,31,52,65,49,61,50,43,50,8,7,8,11,14,,,49+2,49+2,49+2,55+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,56+2,57+2,57+2,57+2,56+2,50+2,51+2,51+2,51+2,50+2,49+2,46+2,46+2,46+2,49+2,25
Sebastian Kowalczyk,20,RM,Poland,58,71,Right,1,3,2,Medium/ Medium,Lean,,,47,52,37,60,47,58,43,38,53,60,68,69,80,47,94,59,48,75,29,40,33,22,53,53,59,59,42,27,26,9,14,13,8,7,,,52+2,52+2,52+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,57+2,52+2,52+2,52+2,57+2,47+2,43+2,43+2,43+2,47+2,44+2,35+2,35+2,35+2,44+2,26
Yerko Urra,22,GK,Chile,58,68,Right,1,3,1,Medium/ Medium,Normal,,,17,8,12,29,8,13,15,13,28,35,23,26,22,44,35,22,60,24,64,9,29,9,4,46,21,46,11,9,13,57,56,63,60,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Mitchell Beeney,23,GK,England,58,66,Right,1,3,1,Medium/ Medium,Normal,,,15,12,17,24,12,15,18,13,26,23,22,25,33,53,60,21,60,32,71,14,25,19,12,33,28,44,17,13,16,56,58,52,62,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Mathias Jørgensen,18,"ST,CF",Denmark,58,76,Right,1,3,3,Medium/ Medium,Normal,,,31,59,51,50,48,59,40,34,34,59,79,77,79,45,66,58,69,59,58,55,46,19,56,50,52,46,33,23,22,8,6,8,9,10,,,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,55+2,55+2,55+2,54+2,47+2,47+2,47+2,54+2,41+2,39+2,39+2,39+2,41+2,40+2,38+2,38+2,38+2,40+2,24
Harisson Marcelin,19,CB,France,58,74,Left,1,3,2,Medium/ Medium,Lean,,,22,24,61,52,30,27,26,30,45,31,52,52,31,44,32,38,70,51,85,25,52,46,24,48,35,51,54,64,56,15,11,12,14,14,,,38+2,38+2,38+2,34+2,35+2,35+2,35+2,34+2,37+2,37+2,37+2,37+2,42+2,42+2,42+2,37+2,45+2,50+2,50+2,50+2,45+2,48+2,57+2,57+2,57+2,48+2,25
Marcin Wasielewski,24,RB,Poland,58,63,Right,1,3,2,High/ Medium,Stocky,,,51,21,44,58,32,48,43,41,49,54,67,69,58,53,71,26,62,57,73,32,57,55,46,45,34,49,54,59,58,12,9,12,10,10,,,44+2,44+2,44+2,49+2,46+2,46+2,46+2,49+2,49+2,49+2,49+2,51+2,50+2,50+2,50+2,51+2,56+2,55+2,55+2,55+2,56+2,56+2,57+2,57+2,57+2,56+2,30
Ben Barclay,22,CB,England,58,68,Right,1,2,2,Low/ Medium,Lean,,,18,19,63,47,27,37,25,23,40,56,46,55,51,42,52,42,66,31,68,31,64,56,20,24,22,46,57,55,52,8,8,10,8,9,,,39+2,39+2,39+2,36+2,37+2,37+2,37+2,36+2,38+2,38+2,38+2,37+2,40+2,40+2,40+2,37+2,45+2,50+2,50+2,50+2,45+2,47+2,57+2,57+2,57+2,47+2,28
Hugo Arellano,21,"CB,LB",United States,58,70,Left,1,2,2,Low/ Medium,Lean,,,28,26,55,49,29,43,32,33,51,49,64,69,48,53,74,51,76,69,62,41,66,57,28,31,51,47,59,53,52,5,15,15,12,10,,,44+2,44+2,44+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,45+2,46+2,46+2,46+2,45+2,52+2,53+2,53+2,53+2,52+2,54+2,56+2,56+2,56+2,54+2,27
Nicklas Strunck Jakobsen,19,"CM,RWB,RM",Denmark,58,71,Right,1,4,2,Medium/ Medium,Normal,,,38,47,49,61,45,56,37,37,54,61,73,70,71,61,67,48,70,64,57,44,56,46,59,59,41,56,57,48,46,9,13,14,10,9,,,55+2,55+2,55+2,57+2,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,57+2,57+2,57+2,57+2,54+2,55+2,55+2,55+2,54+2,54+2,53+2,53+2,53+2,54+2,25
Ross Fitzsimons,24,GK,England,58,64,Right,1,3,1,Medium/ Medium,Normal,,,13,14,14,25,19,14,15,20,22,19,34,27,38,60,44,22,56,27,51,12,35,19,7,32,19,49,29,20,12,59,59,51,52,60,,Comes For Crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Robin Benz,23,GK,Germany,58,66,Right,1,3,1,Medium/ Medium,Normal,,,10,6,11,20,5,9,10,11,24,12,28,33,29,54,40,23,67,24,68,5,28,10,6,29,13,41,7,8,13,57,58,52,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Max Reinthaler,23,"CM,CDM",Italy,58,63,Right,1,3,2,Medium/ Medium,Lean,,,48,38,61,63,44,54,50,49,60,61,52,51,51,59,46,56,32,63,82,48,63,53,42,51,52,57,55,58,56,8,7,9,10,16,,,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,53+2,53+2,53+2,53+2,56+2,56+2,56+2,53+2,56+2,59+2,59+2,59+2,56+2,56+2,59+2,59+2,59+2,56+2,29
José Manuel Irizo Fernández,21,"CM,CAM",Spain,58,72,Right,1,3,2,High/ Medium,Lean,,,52,60,56,64,34,57,61,59,59,58,71,65,59,55,66,63,61,59,61,55,55,39,58,59,38,54,40,44,38,10,14,11,9,10,,,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,57+2,57+2,57+2,59+2,51+2,51+2,51+2,51+2,51+2,50+2,48+2,48+2,48+2,50+2,27
Montassar Talbi,20,CB,France,58,73,Right,1,3,2,Medium/ Medium,Lean,,,27,23,57,36,34,32,26,35,38,44,57,56,47,51,68,46,65,55,53,25,48,52,25,30,41,43,57,72,67,9,8,12,10,14,,,39+2,39+2,39+2,36+2,37+2,37+2,37+2,36+2,36+2,36+2,36+2,38+2,39+2,39+2,39+2,38+2,50+2,50+2,50+2,50+2,50+2,53+2,57+2,57+2,57+2,53+2,26
Tomás Attis,19,ST,Argentina,58,75,Right,1,3,2,High/ Low,Normal,,,39,58,52,54,39,49,43,36,43,57,64,56,59,61,62,56,61,65,66,57,28,15,57,55,68,57,15,16,21,6,10,8,11,14,,,56+2,56+2,56+2,54+2,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,50+2,50+2,50+2,54+2,40+2,38+2,38+2,38+2,40+2,38+2,33+2,33+2,33+2,38+2,25
Luca Maniero,20,"CM,CAM",Italy,58,75,Right,1,3,2,Medium/ Medium,Lean,,,59,44,44,66,50,56,53,49,59,61,64,62,68,53,74,52,62,54,47,51,52,54,45,53,51,54,58,52,43,5,8,6,15,10,,,51+2,51+2,51+2,56+2,54+2,54+2,54+2,56+2,56+2,56+2,56+2,57+2,56+2,56+2,56+2,57+2,56+2,55+2,55+2,55+2,56+2,54+2,52+2,52+2,52+2,54+2,26
Steven Rodríguez,20,ST,Colombia,58,68,Right,1,3,2,Medium/ Low,Normal,,,38,58,55,46,47,62,48,33,35,53,74,70,67,54,70,58,63,63,53,47,32,15,60,49,60,54,17,11,12,7,12,6,7,13,,,57+2,57+2,57+2,56+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,54+2,46+2,46+2,46+2,54+2,38+2,34+2,34+2,34+2,38+2,36+2,30+2,30+2,30+2,36+2,26
Scott High,18,CM,England,58,74,Right,1,3,2,Medium/ Medium,Lean,,,57,54,48,63,49,62,61,50,61,64,61,51,58,57,61,55,57,42,37,46,50,29,55,61,63,63,29,52,55,9,15,13,15,14,,,54+2,54+2,54+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,58+2,50+2,49+2,49+2,49+2,50+2,49+2,45+2,45+2,45+2,49+2,24
Mohanad Jeahze,21,LB,Sweden,58,64,Left,1,2,2,Medium/ Medium,Lean,,,58,38,40,52,32,58,56,47,50,56,72,72,77,45,79,45,73,67,58,36,60,54,48,53,35,59,56,54,56,6,10,13,8,7,,,48+2,48+2,48+2,54+2,51+2,51+2,51+2,54+2,52+2,52+2,52+2,55+2,52+2,52+2,52+2,55+2,57+2,54+2,54+2,54+2,57+2,56+2,54+2,54+2,54+2,56+2,27
Nicholas D'Agostino,21,"ST,CAM",Australia,58,68,Right,1,4,2,High/ Medium,Stocky,,,47,57,51,53,34,54,35,34,40,54,77,75,78,50,74,51,72,36,75,43,43,18,59,41,54,52,39,21,19,14,8,14,11,8,,,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,53+2,53+2,53+2,53+2,45+2,45+2,45+2,53+2,41+2,38+2,38+2,38+2,41+2,39+2,39+2,39+2,39+2,39+2,27
Haris Hyseni,26,ST,Germany,58,61,Right,1,2,2,Medium/ Medium,Normal,,,29,60,63,49,45,57,29,30,30,54,53,53,45,48,41,58,69,62,86,46,56,23,58,55,62,57,32,21,22,11,11,11,16,9,#Strength,Avoids Using Weaker Foot,57+2,57+2,57+2,51+2,54+2,54+2,54+2,51+2,52+2,52+2,52+2,50+2,47+2,47+2,47+2,50+2,39+2,40+2,40+2,40+2,39+2,38+2,42+2,42+2,42+2,38+2,32
Scott Tiffoney,20,RW,Scotland,58,70,Right,1,3,2,High/ Medium,Lean,,,53,55,34,53,49,59,45,39,47,59,81,80,84,38,69,59,46,52,41,43,51,29,51,52,51,49,25,30,22,11,9,12,5,6,,,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,55+2,55+2,55+2,56+2,49+2,49+2,49+2,56+2,45+2,41+2,41+2,41+2,45+2,42+2,35+2,35+2,35+2,42+2,26
Paweł Tomczyk,20,ST,Poland,58,65,Right,1,2,2,Medium/ Low,Lean,,,28,63,51,45,36,50,42,25,29,51,78,82,69,55,58,53,64,62,64,43,23,14,58,46,54,42,32,14,12,14,13,11,6,7,,,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,52+2,52+2,52+2,52+2,44+2,44+2,44+2,52+2,38+2,34+2,34+2,34+2,38+2,37+2,33+2,33+2,33+2,37+2,26
Philipp Sander,21,LM,Germany,58,69,Right,1,3,2,Medium/ Medium,Lean,,,54,43,49,59,49,64,58,40,57,58,68,64,69,54,73,40,53,46,43,33,40,25,52,55,39,58,38,48,43,15,6,6,7,11,,,50+2,50+2,50+2,56+2,54+2,54+2,54+2,56+2,56+2,56+2,56+2,57+2,53+2,53+2,53+2,57+2,49+2,47+2,47+2,47+2,49+2,48+2,43+2,43+2,43+2,48+2,27
Lukas Klemenz,23,"CB,CDM,LB",Poland,58,64,Right,1,3,2,Low/ Medium,Lean,,,29,18,51,40,24,26,28,26,39,42,56,59,39,51,42,34,74,58,75,19,45,54,31,33,36,54,58,57,63,12,9,9,7,14,,,37+2,37+2,37+2,35+2,36+2,36+2,36+2,35+2,36+2,36+2,36+2,38+2,39+2,39+2,39+2,38+2,49+2,50+2,50+2,50+2,49+2,52+2,56+2,56+2,56+2,52+2,29
Ryan Giles,19,"LWB,LW",England,58,75,Left,1,3,3,High/ Medium,Lean,,,60,42,37,54,41,62,59,55,52,61,87,83,77,47,75,57,42,65,45,48,55,44,47,52,49,58,50,52,50,14,6,5,8,8,,,52+2,52+2,52+2,58+2,55+2,55+2,55+2,58+2,56+2,56+2,56+2,59+2,53+2,53+2,53+2,59+2,57+2,52+2,52+2,52+2,57+2,56+2,49+2,49+2,49+2,56+2,25
Marcos Lavín Rodríguez,22,GK,Spain,58,69,Right,1,3,1,Medium/ Medium,Normal,,,13,8,14,24,8,7,12,14,23,19,31,31,26,52,38,24,48,18,57,9,25,12,8,40,11,38,21,13,14,56,62,54,54,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Pierre Magnon,22,"RM,LM",France,58,65,Right,1,3,2,Medium/ Medium,Normal,,,59,45,49,60,49,64,48,42,55,59,64,62,57,45,69,59,59,64,52,49,35,29,40,58,59,52,30,38,37,6,7,13,5,7,,,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,57+2,53+2,53+2,53+2,57+2,49+2,46+2,46+2,46+2,49+2,47+2,41+2,41+2,41+2,47+2,28
Remigiusz Borkała,20,RM,Poland,58,69,Right,1,2,2,Medium/ Low,Lean,,,45,42,40,68,46,61,46,47,65,60,68,63,65,53,71,56,57,48,56,41,41,28,42,59,52,54,39,33,41,14,11,14,10,8,,"Avoids Using Weaker Foot,Beat Offside Trap,Chip Shot (CPU AI Only)",51+2,51+2,51+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,56+2,55+2,55+2,55+2,56+2,48+2,48+2,48+2,48+2,48+2,46+2,42+2,42+2,42+2,46+2,26
Jonás Romero,18,ST,Argentina,58,81,Right,1,3,2,Medium/ Medium,Lean,,,46,60,54,52,45,52,43,42,39,55,74,77,70,64,89,54,69,53,42,55,36,24,58,51,61,59,29,26,25,8,8,5,8,10,,,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,56+2,56+2,56+2,55+2,49+2,49+2,49+2,55+2,44+2,40+2,40+2,40+2,44+2,43+2,37+2,37+2,37+2,43+2,24
Federico Marín,20,CDM,Argentina,58,68,Right,1,3,2,Medium/ Medium,Normal,,,49,32,44,55,35,54,44,44,51,57,67,66,61,64,69,60,57,73,58,42,65,57,32,49,47,55,51,53,54,6,12,9,9,13,,,48+2,48+2,48+2,51+2,50+2,50+2,50+2,51+2,51+2,51+2,51+2,53+2,53+2,53+2,53+2,53+2,57+2,56+2,56+2,56+2,57+2,57+2,54+2,54+2,54+2,57+2,26
Joe Sbarra,20,"CAM,CM",England,58,75,Right,1,3,2,Medium/ Medium,Lean,,,44,62,49,60,41,58,43,36,57,57,65,65,67,54,71,56,63,67,53,44,31,45,51,52,59,49,41,50,50,14,6,14,10,7,,,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,53+2,51+2,51+2,51+2,53+2,52+2,48+2,48+2,48+2,52+2,26
Radosław Majecki,19,GK,Poland,58,73,Right,1,3,1,Medium/ Medium,Normal,,,12,19,12,29,19,27,10,13,15,28,26,22,32,53,29,18,33,23,61,16,41,23,11,41,13,43,8,24,25,57,58,54,55,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Denis Brizuela,21,CAM,Argentina,58,68,Right,1,2,2,Medium/ Medium,Lean,,,57,48,40,59,46,62,54,50,52,60,61,65,56,58,66,57,58,52,40,46,45,26,51,56,53,58,42,40,43,6,12,9,6,12,,,52+2,52+2,52+2,57+2,56+2,56+2,56+2,57+2,56+2,56+2,56+2,57+2,53+2,53+2,53+2,57+2,50+2,47+2,47+2,47+2,50+2,48+2,42+2,42+2,42+2,48+2,27
Cristian Bernardo Baldovino Sanabria,22,GK,Colombia,58,69,Right,1,2,1,Medium/ Medium,Normal,,,14,8,10,23,5,7,11,13,17,19,15,29,28,52,39,15,42,17,64,6,20,9,8,28,19,48,17,12,11,61,58,54,54,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Cristopher Ross,24,"LB,CB",Chile,58,64,Left,1,2,2,Medium/ Medium,Lean,,,51,23,43,46,23,49,27,29,35,48,73,70,62,56,66,26,61,60,63,29,52,50,43,36,39,45,54,69,63,16,8,10,15,11,,,42+2,42+2,42+2,47+2,44+2,44+2,44+2,47+2,45+2,45+2,45+2,49+2,45+2,45+2,45+2,49+2,56+2,52+2,52+2,52+2,56+2,57+2,56+2,56+2,56+2,57+2,30
Nicolas Baeza,21,"LB,LM",Chile,58,64,Right,1,3,2,High/ Medium,Lean,,,45,38,46,59,30,55,35,33,58,61,62,66,61,60,60,49,61,67,62,35,52,58,55,60,42,41,55,60,50,9,9,6,7,14,,,51+2,51+2,51+2,54+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,56+2,57+2,58+2,58+2,58+2,57+2,57+2,56+2,56+2,56+2,57+2,27
Ali Koiki,19,"LB,LM",England,58,66,Left,1,2,2,Medium/ Medium,Normal,,,52,32,52,49,30,54,44,34,41,56,70,66,54,51,67,41,52,63,53,28,57,56,48,39,41,45,54,59,56,14,11,6,9,7,,,47+2,47+2,47+2,50+2,48+2,48+2,48+2,50+2,48+2,48+2,48+2,52+2,48+2,48+2,48+2,52+2,56+2,53+2,53+2,53+2,56+2,56+2,55+2,55+2,55+2,56+2,25
Lario Martínez Jerónimo Manuel,24,GK,Spain,58,63,Right,1,2,1,Medium/ Medium,Normal,,,13,5,11,37,8,5,10,12,17,18,30,16,24,47,43,23,61,26,45,8,23,14,5,28,18,23,5,12,10,52,59,61,58,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
柴戸 海,23,"CDM,CB,CM",Japan,58,64,Right,1,2,2,Medium/ Medium,Lean,,,39,30,45,65,31,54,31,38,63,60,64,62,66,46,55,43,55,58,63,34,58,49,49,58,35,45,51,58,47,11,9,5,14,7,,,47+2,47+2,47+2,52+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,54+2,53+2,56+2,56+2,56+2,53+2,52+2,53+2,53+2,53+2,52+2,29
Juan Freytes,19,"CB,LB",Argentina,58,72,Left,1,2,2,Medium/ Medium,Normal,,,44,28,59,39,32,33,35,35,37,41,57,60,54,48,52,39,62,59,68,30,48,54,28,31,56,40,56,62,60,6,10,12,7,7,,,40+2,40+2,40+2,39+2,37+2,37+2,37+2,39+2,37+2,37+2,37+2,40+2,40+2,40+2,40+2,40+2,51+2,49+2,49+2,49+2,51+2,53+2,56+2,56+2,56+2,53+2,25
Armand Laurienté,20,"CAM,ST",France,58,70,Right,1,3,3,Medium/ Medium,Normal,,,47,54,42,57,50,65,51,51,53,67,62,63,58,54,87,60,56,45,33,51,47,24,41,56,54,61,25,38,42,13,13,8,14,15,,,53+2,53+2,53+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,56+2,53+2,53+2,53+2,56+2,46+2,44+2,44+2,44+2,46+2,44+2,39+2,39+2,39+2,44+2,26
Davide Riccardi,22,"CB,LB",Italy,58,69,Right,1,3,2,Medium/ Medium,Lean,,,26,26,45,30,30,32,22,23,28,43,60,70,41,48,55,35,68,54,77,19,64,52,21,35,37,46,59,62,58,9,7,8,7,10,,,38+2,38+2,38+2,36+2,36+2,36+2,36+2,36+2,35+2,35+2,35+2,37+2,36+2,36+2,36+2,37+2,48+2,48+2,48+2,48+2,48+2,51+2,57+2,57+2,57+2,51+2,28
Noah Awuku,19,"ST,RM",Germany,58,75,Right,1,3,2,Medium/ Medium,Normal,,,54,61,53,50,41,62,37,24,28,58,71,70,67,50,70,55,69,54,73,46,45,13,52,45,49,44,20,28,18,11,7,10,13,12,,Beat Offside Trap,57+2,57+2,57+2,57+2,56+2,56+2,56+2,57+2,53+2,53+2,53+2,55+2,45+2,45+2,45+2,55+2,42+2,37+2,37+2,37+2,42+2,40+2,37+2,37+2,37+2,40+2,25
Scott McMann,22,"LWB,LB,CB",Scotland,58,67,Right,1,3,2,Medium/ Medium,Normal,,,50,32,56,47,28,60,31,33,28,55,61,53,67,55,55,31,57,71,64,29,68,56,45,32,36,39,54,60,63,9,14,15,10,14,,,46+2,46+2,46+2,49+2,47+2,47+2,47+2,49+2,46+2,46+2,46+2,50+2,46+2,46+2,46+2,50+2,56+2,53+2,53+2,53+2,56+2,57+2,58+2,58+2,58+2,57+2,28
Antonio Ignacio Torres Carrillo,22,GK,Mexico,58,69,Right,1,2,1,Medium/ Medium,Lean,,,14,12,13,44,11,14,16,13,38,20,55,58,58,60,56,25,58,38,63,16,22,12,11,32,25,35,18,15,19,62,57,53,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Jesús David Rivas,22,CDM,Colombia,58,66,Right,1,3,2,Medium/ Medium,Lean,,,49,37,38,61,33,54,36,56,57,57,69,72,79,56,84,54,59,78,45,39,58,54,52,55,53,54,49,56,49,9,11,9,5,11,,,50+2,50+2,50+2,55+2,53+2,53+2,53+2,55+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,57+2,56+2,56+2,56+2,57+2,56+2,52+2,52+2,52+2,56+2,28
小川 航基,21,ST,Japan,58,71,Right,1,3,2,Medium/ Medium,Lean,,,23,61,54,41,56,52,42,32,24,50,77,81,60,52,55,57,67,60,71,56,26,12,54,46,58,57,20,12,13,9,10,14,9,14,,,57+2,57+2,57+2,52+2,54+2,54+2,54+2,52+2,51+2,51+2,51+2,50+2,42+2,42+2,42+2,50+2,36+2,31+2,31+2,31+2,36+2,35+2,32+2,32+2,32+2,35+2,27
Ahmed Soukouna,29,ST,France,58,58,Right,1,2,2,Medium/ Medium,Normal,,,31,54,48,56,55,58,38,33,48,53,78,76,71,52,65,59,78,65,68,49,38,29,58,54,38,58,37,16,18,6,15,16,7,6,,,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,56+2,56+2,56+2,55+2,51+2,51+2,51+2,55+2,43+2,42+2,42+2,42+2,43+2,41+2,39+2,39+2,39+2,41+2,35
Niklas Sommer,20,RB,Germany,58,67,Right,1,3,2,Medium/ Medium,Normal,,,56,38,49,59,36,58,50,36,52,59,69,69,65,53,67,40,64,62,65,34,60,55,46,51,35,49,54,55,55,6,6,11,6,14,,,50+2,50+2,50+2,54+2,52+2,52+2,52+2,54+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,57+2,56+2,56+2,56+2,57+2,57+2,56+2,56+2,56+2,57+2,26
Leon Schaffran,20,GK,Germany,58,70,Right,1,3,1,Medium/ Medium,Normal,,,11,6,15,16,8,10,15,10,22,19,26,30,25,47,37,20,46,20,62,8,29,9,10,29,12,36,14,11,11,62,61,59,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Nicolás Giménez,21,"RB,CB",Argentina,58,71,Right,1,3,2,Medium/ High,Lean,,,52,28,55,57,30,55,35,30,55,44,64,66,60,52,63,58,67,65,66,35,56,56,39,35,38,44,59,55,58,8,12,9,14,8,,,47+2,47+2,47+2,48+2,46+2,46+2,46+2,48+2,47+2,47+2,47+2,50+2,49+2,49+2,49+2,50+2,56+2,54+2,54+2,54+2,56+2,56+2,57+2,57+2,57+2,56+2,27
Kosta Petratos,21,LM,Australia,58,68,Right,1,3,2,Medium/ Medium,Lean,,,51,51,39,55,38,58,42,39,56,56,78,77,68,44,58,49,52,53,70,38,40,36,52,52,63,46,32,35,42,11,7,11,8,12,,,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,51+2,51+2,51+2,56+2,48+2,46+2,46+2,46+2,48+2,47+2,43+2,43+2,43+2,47+2,27
